2020-10-22-21:45:10 ---epoch:0,train_query_loss:0,val_hr:0.2314569536423841,val_ndcg:0.1335986995751037
2020-10-22-21:47:56 ---epoch:0,train_query_loss:111364.8359375,val_hr:0.23211920529801325,val_ndcg:0.1344821095981296
2020-10-22-21:50:59 ---epoch:1,train_query_loss:95739.546875,val_hr:0.22913907284768212,val_ndcg:0.13362373896575253
2020-10-22-21:53:33 ---epoch:2,train_query_loss:91012.140625,val_hr:0.22682119205298013,val_ndcg:0.13268518403562266
2020-10-22-21:57:30 ---epoch:3,train_query_loss:89932.2421875,val_hr:0.22582781456953643,val_ndcg:0.13212925315094698
2020-10-22-22:00:09 ---epoch:4,train_query_loss:89754.0859375,val_hr:0.2228476821192053,val_ndcg:0.13097520878237878
2020-10-22-22:02:56 ---epoch:5,train_query_loss:89584.0625,val_hr:0.22350993377483444,val_ndcg:0.13099369066342115
2020-10-22-22:05:28 ---epoch:6,train_query_loss:89394.65625,val_hr:0.22251655629139072,val_ndcg:0.1305697752065693
2020-10-22-22:08:10 ---epoch:7,train_query_loss:89223.1953125,val_hr:0.22218543046357617,val_ndcg:0.13012914635941725
2020-10-22-22:10:53 ---epoch:8,train_query_loss:88961.90625,val_hr:0.22152317880794703,val_ndcg:0.12970303900436486
2020-10-22-22:13:10 ---epoch:9,train_query_loss:88607.359375,val_hr:0.22119205298013245,val_ndcg:0.12924104135943196
2020-10-22-22:15:44 ---epoch:10,train_query_loss:88075.2109375,val_hr:0.2208609271523179,val_ndcg:0.12923324517575457
2020-10-22-22:18:48 ---epoch:11,train_query_loss:87460.1015625,val_hr:0.2208609271523179,val_ndcg:0.12911366661569085
2020-10-22-22:21:04 ---epoch:12,train_query_loss:86690.78125,val_hr:0.22019867549668873,val_ndcg:0.12909001947290893
2020-10-22-22:23:59 ---epoch:13,train_query_loss:85979.8203125,val_hr:0.22019867549668873,val_ndcg:0.12956248179465338
2020-10-22-22:26:35 ---epoch:14,train_query_loss:85359.0625,val_hr:0.22185430463576158,val_ndcg:0.13015322265178272
2020-10-22-22:28:50 ---epoch:15,train_query_loss:84957.09375,val_hr:0.22317880794701986,val_ndcg:0.13067890125403442
2020-10-22-22:30:54 ---epoch:16,train_query_loss:84710.65625,val_hr:0.22450331125827813,val_ndcg:0.1310155186367324
2020-10-22-22:32:55 ---epoch:17,train_query_loss:84489.2890625,val_hr:0.22417218543046358,val_ndcg:0.1307193907666151
2020-10-22-22:35:04 ---epoch:18,train_query_loss:84366.6015625,val_hr:0.223841059602649,val_ndcg:0.13075915252957265
2020-10-22-22:37:03 ---epoch:19,train_query_loss:84256.4375,val_hr:0.223841059602649,val_ndcg:0.130676737727971
2020-10-22-22:39:03 ---epoch:20,train_query_loss:84144.2421875,val_hr:0.22549668874172185,val_ndcg:0.13125225606304464
2020-10-22-22:41:04 ---epoch:21,train_query_loss:84060.90625,val_hr:0.22582781456953643,val_ndcg:0.13176691030608992
2020-10-22-22:43:05 ---epoch:22,train_query_loss:83970.4609375,val_hr:0.2251655629139073,val_ndcg:0.13157102498700549
2020-10-22-22:45:06 ---epoch:23,train_query_loss:83875.828125,val_hr:0.22483443708609271,val_ndcg:0.1315240587330026
2020-10-22-22:47:08 ---epoch:24,train_query_loss:83797.6171875,val_hr:0.22450331125827813,val_ndcg:0.13143808338915514
2020-10-22-22:49:11 ---epoch:25,train_query_loss:83703.2421875,val_hr:0.226158940397351,val_ndcg:0.13181929021324237
2020-10-22-22:51:13 ---epoch:26,train_query_loss:83605.8359375,val_hr:0.226158940397351,val_ndcg:0.13186784116908934
2020-10-22-22:53:14 ---epoch:27,train_query_loss:83533.640625,val_hr:0.22649006622516557,val_ndcg:0.13183114993839865
2020-10-22-22:55:14 ---epoch:28,train_query_loss:83461.40625,val_hr:0.22649006622516557,val_ndcg:0.13170029492125052
2020-10-22-22:57:14 ---epoch:29,train_query_loss:83358.9296875,val_hr:0.22483443708609271,val_ndcg:0.13106858199922977
