2020-10-22-21:44:53 ---epoch:0,train_query_loss:0,val_hr:0.23013245033112584,val_ndcg:0.1320106626412711
2020-10-22-21:45:36 ---epoch:0,train_query_loss:123609.7734375,val_hr:0.23609271523178807,val_ndcg:0.13562223946867286
2020-10-22-21:46:19 ---epoch:1,train_query_loss:123084.8125,val_hr:0.23609271523178807,val_ndcg:0.1369039213467465
2020-10-22-21:47:12 ---epoch:2,train_query_loss:122568.1171875,val_hr:0.2367549668874172,val_ndcg:0.13783070037786802
2020-10-22-21:49:09 ---epoch:3,train_query_loss:122058.59375,val_hr:0.2380794701986755,val_ndcg:0.13833260753554463
2020-10-22-21:50:52 ---epoch:4,train_query_loss:121555.890625,val_hr:0.2370860927152318,val_ndcg:0.13813790121513458
2020-10-22-21:51:36 ---epoch:5,train_query_loss:121060.9140625,val_hr:0.23774834437086093,val_ndcg:0.1382249770430203
2020-10-22-21:52:19 ---epoch:6,train_query_loss:120573.03125,val_hr:0.23841059602649006,val_ndcg:0.13831859105412433
2020-10-22-21:53:04 ---epoch:7,train_query_loss:120092.34375,val_hr:0.23741721854304637,val_ndcg:0.13759918475697674
2020-10-22-21:55:17 ---epoch:8,train_query_loss:119618.171875,val_hr:0.2370860927152318,val_ndcg:0.13742514620271973
2020-10-22-21:56:01 ---epoch:9,train_query_loss:119151.0,val_hr:0.23642384105960265,val_ndcg:0.13713760059838428
2020-10-22-21:56:45 ---epoch:10,train_query_loss:118690.2578125,val_hr:0.23576158940397351,val_ndcg:0.136799299515593
2020-10-22-21:57:31 ---epoch:11,train_query_loss:118236.140625,val_hr:0.23576158940397351,val_ndcg:0.1368060857056131
2020-10-22-21:58:14 ---epoch:12,train_query_loss:117788.8359375,val_hr:0.23576158940397351,val_ndcg:0.1369627852789495
2020-10-22-21:59:21 ---epoch:13,train_query_loss:117347.640625,val_hr:0.23576158940397351,val_ndcg:0.13675218005641115
2020-10-22-21:59:55 ---epoch:14,train_query_loss:116912.640625,val_hr:0.23576158940397351,val_ndcg:0.136712437980536
2020-10-22-22:00:48 ---epoch:15,train_query_loss:116484.0078125,val_hr:0.23509933774834438,val_ndcg:0.13648101146399913
2020-10-22-22:01:20 ---epoch:16,train_query_loss:116061.2421875,val_hr:0.23443708609271524,val_ndcg:0.13644971381212845
2020-10-22-22:02:19 ---epoch:17,train_query_loss:115644.7890625,val_hr:0.23443708609271524,val_ndcg:0.13636522755986732
2020-10-22-22:03:04 ---epoch:18,train_query_loss:115233.7265625,val_hr:0.23443708609271524,val_ndcg:0.13623031515382678
2020-10-22-22:03:46 ---epoch:19,train_query_loss:114828.7578125,val_hr:0.23443708609271524,val_ndcg:0.1362571802153285
2020-10-22-22:04:43 ---epoch:20,train_query_loss:114429.3515625,val_hr:0.23410596026490066,val_ndcg:0.13610399962944708
2020-10-22-22:05:10 ---epoch:21,train_query_loss:114035.5625,val_hr:0.23443708609271524,val_ndcg:0.13619817787101193
2020-10-22-22:06:04 ---epoch:22,train_query_loss:113647.171875,val_hr:0.23443708609271524,val_ndcg:0.1361866417706408
2020-10-22-22:07:14 ---epoch:23,train_query_loss:113264.3125,val_hr:0.23410596026490066,val_ndcg:0.1360683199880822
2020-10-22-22:07:57 ---epoch:24,train_query_loss:112887.03125,val_hr:0.23410596026490066,val_ndcg:0.13605014496794812
2020-10-22-22:08:36 ---epoch:25,train_query_loss:112514.6796875,val_hr:0.23410596026490066,val_ndcg:0.13605997336413234
2020-10-22-22:09:48 ---epoch:26,train_query_loss:112147.4765625,val_hr:0.23410596026490066,val_ndcg:0.13604947597835618
2020-10-22-22:10:27 ---epoch:27,train_query_loss:111785.421875,val_hr:0.23410596026490066,val_ndcg:0.1360399164544345
2020-10-22-22:11:10 ---epoch:28,train_query_loss:111428.5078125,val_hr:0.23410596026490066,val_ndcg:0.13603513669247363
2020-10-22-22:11:47 ---epoch:29,train_query_loss:111076.265625,val_hr:0.23410596026490066,val_ndcg:0.13603909866907832
