2020-10-22-21:45:11 ---epoch:0,train_query_loss:0,val_hr:0.21589403973509932,val_ndcg:0.12237284636327403
2020-10-22-21:49:04 ---epoch:0,train_query_loss:115557.609375,val_hr:0.2281456953642384,val_ndcg:0.13123073705754928
2020-10-22-21:53:36 ---epoch:1,train_query_loss:112079.609375,val_hr:0.2294701986754967,val_ndcg:0.13261506760768293
2020-10-22-21:58:28 ---epoch:2,train_query_loss:109005.7265625,val_hr:0.2294701986754967,val_ndcg:0.13291625955623215
2020-10-22-22:02:15 ---epoch:3,train_query_loss:106283.1328125,val_hr:0.23013245033112584,val_ndcg:0.13365370000581372
2020-10-22-22:05:46 ---epoch:4,train_query_loss:103862.4765625,val_hr:0.23013245033112584,val_ndcg:0.13366780953875165
2020-10-22-22:10:21 ---epoch:5,train_query_loss:101707.7109375,val_hr:0.23013245033112584,val_ndcg:0.13411651156573293
2020-10-22-22:14:02 ---epoch:6,train_query_loss:99786.8671875,val_hr:0.23013245033112584,val_ndcg:0.13397501193712724
2020-10-22-22:17:27 ---epoch:7,train_query_loss:98066.78125,val_hr:0.23079470198675497,val_ndcg:0.13448026447786365
2020-10-22-22:20:39 ---epoch:8,train_query_loss:96527.09375,val_hr:0.23079470198675497,val_ndcg:0.13439466453499657
2020-10-22-22:23:55 ---epoch:9,train_query_loss:95141.203125,val_hr:0.23112582781456953,val_ndcg:0.1345002600489739
2020-10-22-22:27:28 ---epoch:10,train_query_loss:93895.21875,val_hr:0.23112582781456953,val_ndcg:0.13455037061042108
2020-10-22-22:30:26 ---epoch:11,train_query_loss:92770.9765625,val_hr:0.2314569536423841,val_ndcg:0.1346514552347001
2020-10-22-22:33:31 ---epoch:12,train_query_loss:91757.1484375,val_hr:0.2314569536423841,val_ndcg:0.13478832237160207
2020-10-22-22:36:23 ---epoch:13,train_query_loss:90839.375,val_hr:0.2314569536423841,val_ndcg:0.13478074824783562
2020-10-22-22:39:55 ---epoch:14,train_query_loss:90007.0234375,val_hr:0.2314569536423841,val_ndcg:0.13490691891531068
2020-10-22-22:42:48 ---epoch:15,train_query_loss:89252.359375,val_hr:0.2314569536423841,val_ndcg:0.13490857633161105
2020-10-22-22:45:40 ---epoch:16,train_query_loss:88565.1796875,val_hr:0.2314569536423841,val_ndcg:0.1349006523784017
2020-10-22-22:49:11 ---epoch:17,train_query_loss:87940.078125,val_hr:0.2314569536423841,val_ndcg:0.1349006523784017
2020-10-22-22:52:06 ---epoch:18,train_query_loss:87369.65625,val_hr:0.2314569536423841,val_ndcg:0.1349060028990442
2020-10-22-22:55:01 ---epoch:19,train_query_loss:86849.1875,val_hr:0.2314569536423841,val_ndcg:0.1349060028990442
2020-10-22-22:58:05 ---epoch:20,train_query_loss:86372.96875,val_hr:0.2314569536423841,val_ndcg:0.1350282115899146
2020-10-22-23:01:09 ---epoch:21,train_query_loss:85937.359375,val_hr:0.2314569536423841,val_ndcg:0.13498007760491684
2020-10-22-23:04:04 ---epoch:22,train_query_loss:85537.7109375,val_hr:0.2314569536423841,val_ndcg:0.13498403958152147
2020-10-22-23:07:01 ---epoch:23,train_query_loss:85171.09375,val_hr:0.2314569536423841,val_ndcg:0.13510624827239187
2020-10-22-23:09:58 ---epoch:24,train_query_loss:84834.5546875,val_hr:0.2314569536423841,val_ndcg:0.13510624827239187
2020-10-22-23:12:59 ---epoch:25,train_query_loss:84525.015625,val_hr:0.2314569536423841,val_ndcg:0.13510624827239187
2020-10-22-23:16:06 ---epoch:26,train_query_loss:84239.6640625,val_hr:0.2314569536423841,val_ndcg:0.13510624827239187
2020-10-22-23:19:15 ---epoch:27,train_query_loss:83976.75,val_hr:0.2314569536423841,val_ndcg:0.1351110280343527
2020-10-22-23:22:23 ---epoch:28,train_query_loss:83734.6953125,val_hr:0.2314569536423841,val_ndcg:0.1351110280343527
2020-10-22-23:25:33 ---epoch:29,train_query_loss:83510.9921875,val_hr:0.2314569536423841,val_ndcg:0.13510624827239187
