2020-10-22-21:44:55 ---epoch:0,train_query_loss:0,val_hr:0.19801324503311257,val_ndcg:0.1136669136995674
2020-10-22-21:45:49 ---epoch:0,train_query_loss:125601.9765625,val_hr:0.2205298013245033,val_ndcg:0.1283872375237414
2020-10-22-21:46:35 ---epoch:1,train_query_loss:121448.578125,val_hr:0.22483443708609271,val_ndcg:0.13043057701781718
2020-10-22-21:47:21 ---epoch:2,train_query_loss:118302.359375,val_hr:0.226158940397351,val_ndcg:0.1313154377783509
2020-10-22-21:49:19 ---epoch:3,train_query_loss:115487.1953125,val_hr:0.22847682119205298,val_ndcg:0.13227225750950097
2020-10-22-21:51:05 ---epoch:4,train_query_loss:111656.6640625,val_hr:0.22847682119205298,val_ndcg:0.13234792795894493
2020-10-22-21:52:01 ---epoch:5,train_query_loss:108746.90625,val_hr:0.22880794701986754,val_ndcg:0.13260920770275877
2020-10-22-21:52:56 ---epoch:6,train_query_loss:106130.1640625,val_hr:0.22880794701986754,val_ndcg:0.1326501016452101
2020-10-22-21:55:31 ---epoch:7,train_query_loss:104074.0703125,val_hr:0.22880794701986754,val_ndcg:0.13275488160082655
2020-10-22-21:56:28 ---epoch:8,train_query_loss:102698.2265625,val_hr:0.22880794701986754,val_ndcg:0.13273463302187244
2020-10-22-21:57:24 ---epoch:9,train_query_loss:101426.8203125,val_hr:0.22880794701986754,val_ndcg:0.13288291884049822
2020-10-22-21:58:18 ---epoch:10,train_query_loss:99777.421875,val_hr:0.22913907284768212,val_ndcg:0.1329818754347126
2020-10-22-21:59:33 ---epoch:11,train_query_loss:98641.3046875,val_hr:0.22880794701986754,val_ndcg:0.13299254123484575
2020-10-22-22:01:01 ---epoch:12,train_query_loss:98064.3046875,val_hr:0.22880794701986754,val_ndcg:0.1331351312752442
2020-10-22-22:02:32 ---epoch:13,train_query_loss:97275.8515625,val_hr:0.22880794701986754,val_ndcg:0.1330990711351426
2020-10-22-22:03:30 ---epoch:14,train_query_loss:96310.140625,val_hr:0.22913907284768212,val_ndcg:0.13318932459761743
2020-10-22-22:04:54 ---epoch:15,train_query_loss:95157.6953125,val_hr:0.22913907284768212,val_ndcg:0.13318340789015135
2020-10-22-22:06:10 ---epoch:16,train_query_loss:94147.328125,val_hr:0.22913907284768212,val_ndcg:0.13317944591354666
2020-10-22-22:07:27 ---epoch:17,train_query_loss:93265.75,val_hr:0.2294701986754967,val_ndcg:0.1331496107776836
2020-10-22-22:08:19 ---epoch:18,train_query_loss:92428.875,val_hr:0.2294701986754967,val_ndcg:0.13314738717455965
2020-10-22-22:08:57 ---epoch:19,train_query_loss:91954.9140625,val_hr:0.22980132450331126,val_ndcg:0.13328011662230127
2020-10-22-22:09:59 ---epoch:20,train_query_loss:91185.6328125,val_hr:0.23013245033112584,val_ndcg:0.1333886406779695
2020-10-22-22:11:21 ---epoch:21,train_query_loss:90465.8046875,val_hr:0.22980132450331126,val_ndcg:0.13329770361002374
2020-10-22-22:12:18 ---epoch:22,train_query_loss:89861.0859375,val_hr:0.23013245033112584,val_ndcg:0.13351703494856848
2020-10-22-22:13:52 ---epoch:23,train_query_loss:89389.53125,val_hr:0.23013245033112584,val_ndcg:0.13340497381403138
2020-10-22-22:14:34 ---epoch:24,train_query_loss:88862.140625,val_hr:0.23013245033112584,val_ndcg:0.13341089052149746
2020-10-22-22:15:27 ---epoch:25,train_query_loss:88324.015625,val_hr:0.2294701986754967,val_ndcg:0.1332230690088461
2020-10-22-22:16:01 ---epoch:26,train_query_loss:87800.859375,val_hr:0.2294701986754967,val_ndcg:0.13334332296885504
2020-10-22-22:16:55 ---epoch:27,train_query_loss:87304.28125,val_hr:0.22980132450331126,val_ndcg:0.13331321896072945
2020-10-22-22:17:37 ---epoch:28,train_query_loss:87002.7578125,val_hr:0.2294701986754967,val_ndcg:0.1332135401542182
2020-10-22-22:18:19 ---epoch:29,train_query_loss:86671.21875,val_hr:0.2294701986754967,val_ndcg:0.13335401943828198
