2020-10-22-21:45:08 ---epoch:0,train_query_loss:0,val_hr:0.21026490066225165,val_ndcg:0.1177652919723281
2020-10-22-21:48:53 ---epoch:0,train_query_loss:118926.8203125,val_hr:0.22682119205298013,val_ndcg:0.13076899717867557
2020-10-22-21:53:32 ---epoch:1,train_query_loss:114832.984375,val_hr:0.22847682119205298,val_ndcg:0.13219654566380032
2020-10-22-21:58:21 ---epoch:2,train_query_loss:111251.078125,val_hr:0.2294701986754967,val_ndcg:0.1328971479227833
2020-10-22-22:02:04 ---epoch:3,train_query_loss:108109.3046875,val_hr:0.23013245033112584,val_ndcg:0.13328369998900952
2020-10-22-22:05:30 ---epoch:4,train_query_loss:105343.4453125,val_hr:0.2304635761589404,val_ndcg:0.13379093292885913
2020-10-22-22:08:56 ---epoch:5,train_query_loss:102904.2578125,val_hr:0.2304635761589404,val_ndcg:0.1340421764376219
2020-10-22-22:12:41 ---epoch:6,train_query_loss:100748.5625,val_hr:0.23079470198675497,val_ndcg:0.13426371410556065
2020-10-22-22:16:10 ---epoch:7,train_query_loss:98835.5390625,val_hr:0.23112582781456953,val_ndcg:0.13450407475532142
2020-10-22-22:19:32 ---epoch:8,train_query_loss:97136.5625,val_hr:0.23112582781456953,val_ndcg:0.13450562784334633
2020-10-22-22:22:38 ---epoch:9,train_query_loss:95620.109375,val_hr:0.23112582781456953,val_ndcg:0.13450198502689076
2020-10-22-22:25:47 ---epoch:10,train_query_loss:94266.4765625,val_hr:0.2314569536423841,val_ndcg:0.134601663833402
2020-10-22-22:29:17 ---epoch:11,train_query_loss:93054.109375,val_hr:0.2314569536423841,val_ndcg:0.13461319993377313
2020-10-22-22:32:17 ---epoch:12,train_query_loss:91967.609375,val_hr:0.2314569536423841,val_ndcg:0.13473062886268264
2020-10-22-22:35:05 ---epoch:13,train_query_loss:90990.4375,val_hr:0.2314569536423841,val_ndcg:0.13486157929211853
2020-10-22-22:38:09 ---epoch:14,train_query_loss:90109.7734375,val_hr:0.2314569536423841,val_ndcg:0.13497982600638422
2020-10-22-22:41:27 ---epoch:15,train_query_loss:89315.578125,val_hr:0.2314569536423841,val_ndcg:0.1349750462444234
2020-10-22-22:44:13 ---epoch:16,train_query_loss:88596.65625,val_hr:0.2314569536423841,val_ndcg:0.1350972549352938
2020-10-22-22:47:04 ---epoch:17,train_query_loss:87945.890625,val_hr:0.2314569536423841,val_ndcg:0.1350972549352938
2020-10-22-22:49:53 ---epoch:18,train_query_loss:87355.1015625,val_hr:0.2314569536423841,val_ndcg:0.1350972549352938
2020-10-22-22:52:41 ---epoch:19,train_query_loss:86818.421875,val_hr:0.23178807947019867,val_ndcg:0.13519297176520037
2020-10-22-22:55:35 ---epoch:20,train_query_loss:86329.5703125,val_hr:0.23178807947019867,val_ndcg:0.13519297176520037
2020-10-22-22:58:33 ---epoch:21,train_query_loss:85884.2265625,val_hr:0.23178807947019867,val_ndcg:0.13520450786557148
2020-10-22-23:01:22 ---epoch:22,train_query_loss:85477.3984375,val_hr:0.23178807947019867,val_ndcg:0.13520450786557148
2020-10-22-23:04:12 ---epoch:23,train_query_loss:85105.5859375,val_hr:0.23178807947019867,val_ndcg:0.13522746264766636
2020-10-22-23:07:42 ---epoch:24,train_query_loss:84765.4453125,val_hr:0.23178807947019867,val_ndcg:0.13522127706793777
2020-10-22-23:10:31 ---epoch:25,train_query_loss:84453.765625,val_hr:0.23178807947019867,val_ndcg:0.13522127706793777
2020-10-22-23:13:35 ---epoch:26,train_query_loss:84167.4375,val_hr:0.23178807947019867,val_ndcg:0.13522127706793777
2020-10-22-23:17:06 ---epoch:27,train_query_loss:83904.5,val_hr:0.23178807947019867,val_ndcg:0.1352260568298986
2020-10-22-23:20:08 ---epoch:28,train_query_loss:83663.015625,val_hr:0.23178807947019867,val_ndcg:0.1352201401224325
2020-10-22-23:23:10 ---epoch:29,train_query_loss:83440.5703125,val_hr:0.23178807947019867,val_ndcg:0.13521422341496642
