2020-10-21-23:13:07 ---epoch:0,train_query_loss:0,val_hr:0.22119205298013245,val_ndcg:0.12818003202004355
2020-10-21-23:14:09 ---epoch:0,train_query_loss:111484.3671875,val_hr:0.226158940397351,val_ndcg:0.13144457445135327
2020-10-21-23:15:15 ---epoch:1,train_query_loss:109372.96875,val_hr:0.2271523178807947,val_ndcg:0.13214914466811026
2020-10-21-23:16:35 ---epoch:2,train_query_loss:107777.7578125,val_hr:0.22549668874172185,val_ndcg:0.1315747569393172
2020-10-21-23:17:40 ---epoch:3,train_query_loss:106238.421875,val_hr:0.22847682119205298,val_ndcg:0.13281518172239826
2020-10-21-23:18:46 ---epoch:4,train_query_loss:104111.84375,val_hr:0.22913907284768212,val_ndcg:0.132921386718079
2020-10-21-23:19:50 ---epoch:5,train_query_loss:102436.859375,val_hr:0.22913907284768212,val_ndcg:0.13287274547149275
2020-10-21-23:20:56 ---epoch:6,train_query_loss:100916.21875,val_hr:0.22913907284768212,val_ndcg:0.13285895509870388
2020-10-21-23:22:01 ---epoch:7,train_query_loss:99651.609375,val_hr:0.2294701986754967,val_ndcg:0.13316523061743635
2020-10-21-23:23:06 ---epoch:8,train_query_loss:98780.9375,val_hr:0.22980132450331126,val_ndcg:0.13312593153071092
2020-10-21-23:24:12 ---epoch:9,train_query_loss:97944.0703125,val_hr:0.22980132450331126,val_ndcg:0.13319058311954238
2020-10-21-23:25:17 ---epoch:10,train_query_loss:96862.390625,val_hr:0.22980132450331126,val_ndcg:0.13355807726539626
2020-10-21-23:26:22 ---epoch:11,train_query_loss:96086.234375,val_hr:0.22980132450331126,val_ndcg:0.13355807726539626
2020-10-21-23:27:27 ---epoch:12,train_query_loss:95649.9453125,val_hr:0.22980132450331126,val_ndcg:0.13356795594946702
2020-10-21-23:28:33 ---epoch:13,train_query_loss:95093.546875,val_hr:0.22980132450331126,val_ndcg:0.13345245189980906
2020-10-21-23:29:37 ---epoch:14,train_query_loss:94383.8671875,val_hr:0.22980132450331126,val_ndcg:0.13319850566344044
2020-10-21-23:30:43 ---epoch:15,train_query_loss:93558.90625,val_hr:0.22980132450331126,val_ndcg:0.13318244139964105
2020-10-21-23:31:48 ---epoch:16,train_query_loss:92847.2421875,val_hr:0.22980132450331126,val_ndcg:0.13317847942303637
2020-10-21-23:32:53 ---epoch:17,train_query_loss:92173.90625,val_hr:0.22980132450331126,val_ndcg:0.13317734247753116
2020-10-21-23:33:58 ---epoch:18,train_query_loss:91548.4140625,val_hr:0.22980132450331126,val_ndcg:0.1333054678758676
2020-10-21-23:35:01 ---epoch:19,train_query_loss:91183.140625,val_hr:0.22980132450331126,val_ndcg:0.1333054678758676
2020-10-21-23:36:15 ---epoch:20,train_query_loss:90578.125,val_hr:0.2294701986754967,val_ndcg:0.13315584762375435
2020-10-21-23:37:19 ---epoch:21,train_query_loss:89993.546875,val_hr:0.22913907284768212,val_ndcg:0.13303717601175286
2020-10-21-23:38:30 ---epoch:22,train_query_loss:89519.75,val_hr:0.23013245033112584,val_ndcg:0.13334728128356751
2020-10-21-23:39:32 ---epoch:23,train_query_loss:89120.75,val_hr:0.23013245033112584,val_ndcg:0.13334331930696283
2020-10-21-23:40:32 ---epoch:24,train_query_loss:88695.671875,val_hr:0.23013245033112584,val_ndcg:0.1333568101381954
2020-10-21-23:41:28 ---epoch:25,train_query_loss:88260.40625,val_hr:0.23013245033112584,val_ndcg:0.1333851327146627
2020-10-21-23:42:35 ---epoch:26,train_query_loss:87819.0390625,val_hr:0.23013245033112584,val_ndcg:0.1333937271829711
2020-10-21-23:43:35 ---epoch:27,train_query_loss:87399.765625,val_hr:0.23013245033112584,val_ndcg:0.13337498515832943
2020-10-21-23:44:32 ---epoch:28,train_query_loss:87128.9765625,val_hr:0.23013245033112584,val_ndcg:0.1333894963341039
2020-10-21-23:45:28 ---epoch:29,train_query_loss:86844.4609375,val_hr:0.23013245033112584,val_ndcg:0.1334042763821409
