2020-10-22-21:45:02 ---epoch:0,train_query_loss:0,val_hr:0.19403973509933775,val_ndcg:0.1077883297430617
2020-10-22-21:47:43 ---epoch:0,train_query_loss:122762.578125,val_hr:0.22682119205298013,val_ndcg:0.13039314109317643
2020-10-22-21:51:40 ---epoch:1,train_query_loss:117920.7890625,val_hr:0.22880794701986754,val_ndcg:0.13205148347443119
2020-10-22-21:54:28 ---epoch:2,train_query_loss:113730.0625,val_hr:0.22880794701986754,val_ndcg:0.13213400635681063
2020-10-22-21:58:07 ---epoch:3,train_query_loss:110092.96875,val_hr:0.2294701986754967,val_ndcg:0.133009075274909
2020-10-22-22:01:34 ---epoch:4,train_query_loss:106925.4375,val_hr:0.23013245033112584,val_ndcg:0.1337387837445518
2020-10-22-22:04:57 ---epoch:5,train_query_loss:104160.40625,val_hr:0.23079470198675497,val_ndcg:0.13407106379160158
2020-10-22-22:09:52 ---epoch:6,train_query_loss:101739.8203125,val_hr:0.23079470198675497,val_ndcg:0.13425299426503864
2020-10-22-22:12:46 ---epoch:7,train_query_loss:99612.734375,val_hr:0.23112582781456953,val_ndcg:0.13432545818060526
2020-10-22-22:15:58 ---epoch:8,train_query_loss:97739.6484375,val_hr:0.23112582781456953,val_ndcg:0.13446975217101656
2020-10-22-22:19:02 ---epoch:9,train_query_loss:96083.0234375,val_hr:0.2314569536423841,val_ndcg:0.1346944340302038
2020-10-22-22:21:43 ---epoch:10,train_query_loss:94615.65625,val_hr:0.23178807947019867,val_ndcg:0.13484338376721802
2020-10-22-22:24:18 ---epoch:11,train_query_loss:93311.6015625,val_hr:0.23178807947019867,val_ndcg:0.1348386040052572
2020-10-22-22:26:56 ---epoch:12,train_query_loss:92150.84375,val_hr:0.23178807947019867,val_ndcg:0.13507905941039328
2020-10-22-22:29:31 ---epoch:13,train_query_loss:91114.0390625,val_hr:0.23178807947019867,val_ndcg:0.13520126810126365
2020-10-22-22:32:04 ---epoch:14,train_query_loss:90185.6640625,val_hr:0.23178807947019867,val_ndcg:0.13521000983982917
2020-10-22-22:34:44 ---epoch:15,train_query_loss:89353.21875,val_hr:0.23178807947019867,val_ndcg:0.13521000983982917
2020-10-22-22:37:37 ---epoch:16,train_query_loss:88604.296875,val_hr:0.23178807947019867,val_ndcg:0.13521000983982917
2020-10-22-22:40:15 ---epoch:17,train_query_loss:87929.7265625,val_hr:0.23178807947019867,val_ndcg:0.13521000983982917
2020-10-22-22:42:54 ---epoch:18,train_query_loss:87320.5859375,val_hr:0.23178807947019867,val_ndcg:0.13521000983982917
2020-10-22-22:45:29 ---epoch:19,train_query_loss:86769.703125,val_hr:0.23178807947019867,val_ndcg:0.13521000983982917
2020-10-22-22:48:53 ---epoch:20,train_query_loss:86270.296875,val_hr:0.23178807947019867,val_ndcg:0.13521000983982917
2020-10-22-22:51:29 ---epoch:21,train_query_loss:85817.125,val_hr:0.23178807947019867,val_ndcg:0.13521397181643383
2020-10-22-22:54:01 ---epoch:22,train_query_loss:85404.953125,val_hr:0.23178807947019867,val_ndcg:0.13521397181643383
2020-10-22-22:57:05 ---epoch:23,train_query_loss:85029.7578125,val_hr:0.23178807947019867,val_ndcg:0.13521397181643383
2020-10-22-22:59:43 ---epoch:24,train_query_loss:84687.625,val_hr:0.23178807947019867,val_ndcg:0.13522154594020028
2020-10-22-23:02:21 ---epoch:25,train_query_loss:84375.2578125,val_hr:0.23178807947019867,val_ndcg:0.13522154594020028
2020-10-22-23:05:03 ---epoch:26,train_query_loss:84089.3984375,val_hr:0.23178807947019867,val_ndcg:0.13522154594020028
2020-10-22-23:07:43 ---epoch:27,train_query_loss:83827.6484375,val_hr:0.23178807947019867,val_ndcg:0.13522632570216114
2020-10-22-23:10:21 ---epoch:28,train_query_loss:83587.9375,val_hr:0.23178807947019867,val_ndcg:0.13522632570216114
2020-10-22-23:13:22 ---epoch:29,train_query_loss:83367.78125,val_hr:0.23178807947019867,val_ndcg:0.13522632570216114
