2020-10-22-21:45:00 ---epoch:0,train_query_loss:0,val_hr:0.2139072847682119,val_ndcg:0.1221605895236888
2020-10-22-21:46:04 ---epoch:0,train_query_loss:121343.765625,val_hr:0.22317880794701986,val_ndcg:0.1299969340774563
2020-10-22-21:47:22 ---epoch:1,train_query_loss:117864.1796875,val_hr:0.22649006622516557,val_ndcg:0.13118035267788106
2020-10-22-21:49:26 ---epoch:2,train_query_loss:115226.5,val_hr:0.22582781456953643,val_ndcg:0.13139544399656475
2020-10-22-21:51:16 ---epoch:3,train_query_loss:112818.0,val_hr:0.22847682119205298,val_ndcg:0.1325336869369245
2020-10-22-21:52:22 ---epoch:4,train_query_loss:109527.5,val_hr:0.2281456953642384,val_ndcg:0.13247702716811083
2020-10-22-21:53:17 ---epoch:5,train_query_loss:107003.09375,val_hr:0.22880794701986754,val_ndcg:0.1326333250284493
2020-10-22-21:55:42 ---epoch:6,train_query_loss:104724.25,val_hr:0.22880794701986754,val_ndcg:0.1325110281789141
2020-10-22-21:56:49 ---epoch:7,train_query_loss:102905.3984375,val_hr:0.22913907284768212,val_ndcg:0.13276298037874615
2020-10-22-21:57:57 ---epoch:8,train_query_loss:101678.078125,val_hr:0.22913907284768212,val_ndcg:0.13288632601512176
2020-10-22-21:58:52 ---epoch:9,train_query_loss:100533.328125,val_hr:0.22913907284768212,val_ndcg:0.13284307612036028
2020-10-22-21:59:52 ---epoch:10,train_query_loss:99048.09375,val_hr:0.22913907284768212,val_ndcg:0.13293658903422534
2020-10-22-22:01:09 ---epoch:11,train_query_loss:98014.25,val_hr:0.22913907284768212,val_ndcg:0.1330834564572035
2020-10-22-22:02:44 ---epoch:12,train_query_loss:97474.359375,val_hr:0.2294701986754967,val_ndcg:0.13319432153464297
2020-10-22-22:03:48 ---epoch:13,train_query_loss:96750.125,val_hr:0.2294701986754967,val_ndcg:0.13318954177268214
2020-10-22-22:05:01 ---epoch:14,train_query_loss:95853.421875,val_hr:0.22913907284768212,val_ndcg:0.13307173964323463
2020-10-22-22:06:14 ---epoch:15,train_query_loss:94791.0390625,val_hr:0.22913907284768212,val_ndcg:0.1330523014352422
2020-10-22-22:07:38 ---epoch:16,train_query_loss:93863.0625,val_hr:0.22913907284768212,val_ndcg:0.13307411927183183
2020-10-22-22:08:38 ---epoch:17,train_query_loss:93034.8828125,val_hr:0.2294701986754967,val_ndcg:0.13316587412513375
2020-10-22-22:10:09 ---epoch:18,train_query_loss:92252.9453125,val_hr:0.2294701986754967,val_ndcg:0.1331737980783431
2020-10-22-22:11:08 ---epoch:19,train_query_loss:91806.8125,val_hr:0.22980132450331126,val_ndcg:0.13327312705541147
2020-10-22-22:12:05 ---epoch:20,train_query_loss:91078.4375,val_hr:0.2294701986754967,val_ndcg:0.13318419723320896
2020-10-22-22:12:44 ---epoch:21,train_query_loss:90391.21875,val_hr:0.2294701986754967,val_ndcg:0.13318815920981364
2020-10-22-22:14:01 ---epoch:22,train_query_loss:89818.7109375,val_hr:0.22980132450331126,val_ndcg:0.13326837796274443
2020-10-22-22:14:48 ---epoch:23,train_query_loss:89363.75,val_hr:0.22980132450331126,val_ndcg:0.13329133274483934
2020-10-22-22:15:36 ---epoch:24,train_query_loss:88860.8671875,val_hr:0.2294701986754967,val_ndcg:0.13322423662364513
2020-10-22-22:17:04 ---epoch:25,train_query_loss:88347.6875,val_hr:0.2294701986754967,val_ndcg:0.1331914031574795
2020-10-22-22:17:55 ---epoch:26,train_query_loss:87843.125,val_hr:0.2294701986754967,val_ndcg:0.13319536513408414
2020-10-22-22:18:42 ---epoch:27,train_query_loss:87364.1640625,val_hr:0.2294701986754967,val_ndcg:0.13320957817761353
2020-10-22-22:19:21 ---epoch:28,train_query_loss:87068.4375,val_hr:0.2294701986754967,val_ndcg:0.13321549488507964
2020-10-22-22:20:01 ---epoch:29,train_query_loss:86746.9921875,val_hr:0.2294701986754967,val_ndcg:0.13320209962690643
